short_name,height_cm,,,,,,,,,,,,,,,,,,,,,,,
Pedro Nuno,176,,,,,,,,,,,,,,,,,,,,,,,
H. Diallo,186,,,,,,,,,,,,,,,,,,,,,,,
K. Adams Nuhu,190,,,,,,,,,,,,,,,,,,,,,,,
K. Walker-Peters,174,,,,,,,,,,,,,,,,,,,,,,,
Francisco Geraldes,175,,,,,,,,,,,,,,,,,,,,,,,
B. Heynen,182,,,,,,,,,,,,,,,,,,,,,,,
J. Aidoo,180,,,,,,,,,,,,,,,,,,,,,,,
Waldo,181,,,,,,,,,,,,,,,,,,,,,,,
Pol Lirola,183,,,,,,,,,,,,,,,,,,,,,,,
C. Goldson,191,,,,,,,,,,,,,,,,,,,,,,,
F. Quignon,178,,,,,,,,,,,,,,,,,,,,,,,
V. Verre,181,,,,,,,,,,,,,,,,,,,,,,,
K. Olsson,181,,,,,,,,,,,,,,,,,,,,,,,
D. Kourmpelis,181,,,,,,,,,,,,,,,,,,,,,,,
Kévin Rodrigues,170,,,,,,,,,,,,,,,,,,,,,,,
I. Kutepov,192,,,,,,,,,,,,,,,,,,,,,,,
R. Durmisi,168,,,,,,,,,,,,,,,,,,,,,,,
J. O'Connell,191,,,,,,,,,,,,,,,,,,,,,,,
I. Lichnovsky,188,,,,,,,,,,,,,,,,,,,,,,,
L. Romero,167,,,,,,,,,,,,,,,,,,,,,,,
J. Silva,178,,,,,,,,,,,,,,,,,,,,,,,
A. El Ghazi,189,,,,,,,,,,,,,,,,,,,,,,,
G. Nkoudou,175,,,,,,,,,,,,,,,,,,,,,,,
R. Martínez,180,,,,,,,,,,,,,,,,,,,,,,,
B. Zungu,184,,,,,,,,,,,,,,,,,,,,,,,
J. Alonso,184,,,,,,,,,,,,,,,,,,,,,,,
A. Barreca,183,,,,,,,,,,,,,,,,,,,,,,,
V. Vada,175,,,,,,,,,,,,,,,,,,,,,,,
R. Tapia,185,,,,,,,,,,,,,,,,,,,,,,,
A. Masina,191,,,,,,,,,,,,,,,,,,,,,,,
Caju,185,,,,,,,,,,,,,,,,,,,,,,,
H. Preciado,182,,,,,,,,,,,,,,,,,,,,,,,
J. St. Juste,184,,,,,,,,,,,,,,,,,,,,,,,
A. Touré,183,,,,,,,,,,,,,,,,,,,,,,,
William,171,,,,,,,,,,,,,,,,,,,,,,,
Gil Dias,183,,,,,,,,,,,,,,,,,,,,,,,
R. Krunić,184,,,,,,,,,,,,,,,,,,,,,,,
P. Ševčík,172,,,,,,,,,,,,,,,,,,,,,,,
B. Gibson,185,,,,,,,,,,,,,,,,,,,,,,,
Vadillo,180,,,,,,,,,,,,,,,,,,,,,,,
P. Gouano,186,,,,,,,,,,,,,,,,,,,,,,,
S. Prcić,181,,,,,,,,,,,,,,,,,,,,,,,
A. Webster,191,,,,,,,,,,,,,,,,,,,,,,,
E. Krafth,181,,,,,,,,,,,,,,,,,,,,,,,
Dória,188,,,,,,,,,,,,,,,,,,,,,,,
A. Baba,179,,,,,,,,,,,,,,,,,,,,,,,
B. Verstraete,175,,,,,,,,,,,,,,,,,,,,,,,
Manquillo,178,,,,,,,,,,,,,,,,,,,,,,,
B. Dack,175,,,,,,,,,,,,,,,,,,,,,,,
T. Mings,196,,,,,,,,,,,,,,,,,,,,,,,
J. Amavi,176,,,,,,,,,,,,,,,,,,,,,,,
Bruno Varela,191,,,,,,,,,,,,,,,,,,,,,,,
F. Hadergjonaj,182,,,,,,,,,,,,,,,,,,,,,,,
R. Thomas,174,,,,,,,,,,,,,,,,,,,,,,,
J. Aholou,187,,,,,,,,,,,,,,,,,,,,,,,
A. Hack,193,,,,,,,,,,,,,,,,,,,,,,,
Iván Alejo,184,,,,,,,,,,,,,,,,,,,,,,,
Pedro Sá,175,,,,,,,,,,,,,,,,,,,,,,,
D. Hovorka,179,,,,,,,,,,,,,,,,,,,,,,,
M. Trávník,174,,,,,,,,,,,,,,,,,,,,,,,
Bruno Lamas,176,,,,,,,,,,,,,,,,,,,,,,,
T. Kaminski,190,,,,,,,,,,,,,,,,,,,,,,,
R. Jack,182,,,,,,,,,,,,,,,,,,,,,,,
J. Rodríguez,186,,,,,,,,,,,,,,,,,,,,,,,
J. Ananidze,171,,,,,,,,,,,,,,,,,,,,,,,
B. Hamid,191,,,,,,,,,,,,,,,,,,,,,,,
F. Rønnow,190,,,,,,,,,,,,,,,,,,,,,,,
J. Geis,181,,,,,,,,,,,,,,,,,,,,,,,
G. Caprari,176,,,,,,,,,,,,,,,,,,,,,,,
Y. Ayoub,174,,,,,,,,,,,,,,,,,,,,,,,
D. Arslanagic,191,,,,,,,,,,,,,,,,,,,,,,,
J. Egan,188,,,,,,,,,,,,,,,,,,,,,,,
S. Dioudis,189,,,,,,,,,,,,,,,,,,,,,,,
Lucas Silva,182,,,,,,,,,,,,,,,,,,,,,,,
J. Nsame,188,,,,,,,,,,,,,,,,,,,,,,,
M. Agu,184,,,,,,,,,,,,,,,,,,,,,,,
Rubén García,171,,,,,,,,,,,,,,,,,,,,,,,
D. Heuer Fernandes,188,,,,,,,,,,,,,,,,,,,,,,,
Iuri Medeiros,175,,,,,,,,,,,,,,,,,,,,,,,
C. Njie,175,,,,,,,,,,,,,,,,,,,,,,,
L. Diony,183,,,,,,,,,,,,,,,,,,,,,,,
S. van Beek,190,,,,,,,,,,,,,,,,,,,,,,,
L. Cavallini,182,,,,,,,,,,,,,,,,,,,,,,,
D. Rolán,177,,,,,,,,,,,,,,,,,,,,,,,
F. Mora,175,,,,,,,,,,,,,,,,,,,,,,,
R. Rey,190,,,,,,,,,,,,,,,,,,,,,,,
Burgui,184,,,,,,,,,,,,,,,,,,,,,,,
C. Stanković,186,,,,,,,,,,,,,,,,,,,,,,,
M. Tisserand,190,,,,,,,,,,,,,,,,,,,,,,,
Kahraba,182,,,,,,,,,,,,,,,,,,,,,,,
Chema Rodríguez,189,,,,,,,,,,,,,,,,,,,,,,,
K. Lawrence,178,,,,,,,,,,,,,,,,,,,,,,,
Hélder Costa,179,,,,,,,,,,,,,,,,,,,,,,,
Ivi,175,,,,,,,,,,,,,,,,,,,,,,,
K. Dolly,170,,,,,,,,,,,,,,,,,,,,,,,
J. Gallardo,176,,,,,,,,,,,,,,,,,,,,,,,
A. González,169,,,,,,,,,,,,,,,,,,,,,,,
Charles,186,,,,,,,,,,,,,,,,,,,,,,,
G. Cimirot,178,,,,,,,,,,,,,,,,,,,,,,,
A. Bouzat,169,,,,,,,,,,,,,,,,,,,,,,,
A. Bălută,166,,,,,,,,,,,,,,,,,,,,,,,
T. Holeš,180,,,,,,,,,,,,,,,,,,,,,,,
H. Lindner,187,,,,,,,,,,,,,,,,,,,,,,,
Daniel Ayala,190,,,,,,,,,,,,,,,,,,,,,,,
J. Bruma,190,,,,,,,,,,,,,,,,,,,,,,,
K. Babacar,185,,,,,,,,,,,,,,,,,,,,,,,
Jordi Amat,185,,,,,,,,,,,,,,,,,,,,,,,
G. Trauner,183,,,,,,,,,,,,,,,,,,,,,,,
A. Cornelius,193,,,,,,,,,,,,,,,,,,,,,,,
E. Dilaver,184,,,,,,,,,,,,,,,,,,,,,,,
J. Ralls,178,,,,,,,,,,,,,,,,,,,,,,,
Rubén Pardo,181,,,,,,,,,,,,,,,,,,,,,,,
R. Fredericks,181,,,,,,,,,,,,,,,,,,,,,,,
K. Roofe,178,,,,,,,,,,,,,,,,,,,,,,,
S. Falette,184,,,,,,,,,,,,,,,,,,,,,,,
L. Vietto,175,,,,,,,,,,,,,,,,,,,,,,,
F. Helander,192,,,,,,,,,,,,,,,,,,,,,,,
D. Dessoleil,188,,,,,,,,,,,,,,,,,,,,,,,
T. Letschert,188,,,,,,,,,,,,,,,,,,,,,,,
J. van Overeem,181,,,,,,,,,,,,,,,,,,,,,,,
João Schmidt,183,,,,,,,,,,,,,,,,,,,,,,,
Cho Hyun Woo,189,,,,,,,,,,,,,,,,,,,,,,,
Diego Rico,183,,,,,,,,,,,,,,,,,,,,,,,
C. González,183,,,,,,,,,,,,,,,,,,,,,,,
B. Valdez,183,,,,,,,,,,,,,,,,,,,,,,,
Maurício,183,,,,,,,,,,,,,,,,,,,,,,,
João Victor,178,,,,,,,,,,,,,,,,,,,,,,,
D. Saba,168,,,,,,,,,,,,,,,,,,,,,,,
Oier,190,,,,,,,,,,,,,,,,,,,,,,,
L. Cooper,188,,,,,,,,,,,,,,,,,,,,,,,
F. Đuričić,181,,,,,,,,,,,,,,,,,,,,,,,
L. Crisetig,183,,,,,,,,,,,,,,,,,,,,,,,
S. Bell,192,,,,,,,,,,,,,,,,,,,,,,,
T. Sainsbury,184,,,,,,,,,,,,,,,,,,,,,,,
Diego Mariño,187,,,,,,,,,,,,,,,,,,,,,,,
E. Sviatchenko,184,,,,,,,,,,,,,,,,,,,,,,,
S. Kittel,179,,,,,,,,,,,,,,,,,,,,,,,
G. Shinnie,175,,,,,,,,,,,,,,,,,,,,,,,
J. Schlupp,178,,,,,,,,,,,,,,,,,,,,,,,
F. Viviani,180,,,,,,,,,,,,,,,,,,,,,,,
O. Hiljemark,184,,,,,,,,,,,,,,,,,,,,,,,
D. Foulquier,183,,,,,,,,,,,,,,,,,,,,,,,
F. Hübner,193,,,,,,,,,,,,,,,,,,,,,,,
S. Bahoken,185,,,,,,,,,,,,,,,,,,,,,,,
T. Delaine,180,,,,,,,,,,,,,,,,,,,,,,,
Jairo,173,,,,,,,,,,,,,,,,,,,,,,,
A. Ciciretti,170,,,,,,,,,,,,,,,,,,,,,,,
J. Ferri,172,,,,,,,,,,,,,,,,,,,,,,,
J. Damm,185,,,,,,,,,,,,,,,,,,,,,,,
E. Durm,183,,,,,,,,,,,,,,,,,,,,,,,
J. Ramírez,174,,,,,,,,,,,,,,,,,,,,,,,
F. Zuqui,170,,,,,,,,,,,,,,,,,,,,,,,
C. Lema,191,,,,,,,,,,,,,,,,,,,,,,,
Álvaro García,168,,,,,,,,,,,,,,,,,,,,,,,
Carlos Mané,173,,,,,,,,,,,,,,,,,,,,,,,
S. Adamyan,184,,,,,,,,,,,,,,,,,,,,,,,
T. Hlatshwayo,188,,,,,,,,,,,,,,,,,,,,,,,
A. Romero,176,,,,,,,,,,,,,,,,,,,,,,,
Z. Ferhat,183,,,,,,,,,,,,,,,,,,,,,,,
Munir,190,,,,,,,,,,,,,,,,,,,,,,,
H. Martín,177,,,,,,,,,,,,,,,,,,,,,,,
T. Goiginger,181,,,,,,,,,,,,,,,,,,,,,,,
Fábio Martins,178,,,,,,,,,,,,,,,,,,,,,,,
G. Ferrari,189,,,,,,,,,,,,,,,,,,,,,,,
M. Trauco,175,,,,,,,,,,,,,,,,,,,,,,,
J. Zmrhal,189,,,,,,,,,,,,,,,,,,,,,,,
G. Blanco Leschuk,190,,,,,,,,,,,,,,,,,,,,,,,
Felipe,188,,,,,,,,,,,,,,,,,,,,,,,
Tarantini,188,,,,,,,,,,,,,,,,,,,,,,,
R. Nuzzolo,175,,,,,,,,,,,,,,,,,,,,,,,
Ricardo Costa,184,,,,,,,,,,,,,,,,,,,,,,,
L. Butelle,188,,,,,,,,,,,,,,,,,,,,,,,
Y. Pelé,196,,,,,,,,,,,,,,,,,,,,,,,
M. Rodríguez,180,,,,,,,,,,,,,,,,,,,,,,,
D. Benaglio,194,,,,,,,,,,,,,,,,,,,,,,,
R. Hubník,193,,,,,,,,,,,,,,,,,,,,,,,
F. Belluschi,173,,,,,,,,,,,,,,,,,,,,,,,
Dani Giménez,182,,,,,,,,,,,,,,,,,,,,,,,
C. Maggio,184,,,,,,,,,,,,,,,,,,,,,,,
F. Magnanelli,181,,,,,,,,,,,,,,,,,,,,,,,
R. Salin,189,,,,,,,,,,,,,,,,,,,,,,,
S. Davis,173,,,,,,,,,,,,,,,,,,,,,,,
A. Lennon,165,,,,,,,,,,,,,,,,,,,,,,,
A. Talavera,188,,,,,,,,,,,,,,,,,,,,,,,
I. Afellay,180,,,,,,,,,,,,,,,,,,,,,,,
O. Peralta,178,,,,,,,,,,,,,,,,,,,,,,,
W. Janssen,186,,,,,,,,,,,,,,,,,,,,,,,
G. İnler,183,,,,,,,,,,,,,,,,,,,,,,,
Jurado,173,,,,,,,,,,,,,,,,,,,,,,,
D. Padelli,191,,,,,,,,,,,,,,,,,,,,,,,
B. Sharp,175,,,,,,,,,,,,,,,,,,,,,,,
D. Limberský,180,,,,,,,,,,,,,,,,,,,,,,,
C. Davies,188,,,,,,,,,,,,,,,,,,,,,,,
S. Larsson,178,,,,,,,,,,,,,,,,,,,,,,,
S. M'Bia,187,,,,,,,,,,,,,,,,,,,,,,,
R. Vlaar,189,,,,,,,,,,,,,,,,,,,,,,,
S. Sinclair,178,,,,,,,,,,,,,,,,,,,,,,,
S. Long,178,,,,,,,,,,,,,,,,,,,,,,,
A. Ulmer,175,,,,,,,,,,,,,,,,,,,,,,,
F. Bastians,188,,,,,,,,,,,,,,,,,,,,,,,
P. Aguilar,180,,,,,,,,,,,,,,,,,,,,,,,
P. Mouche,177,,,,,,,,,,,,,,,,,,,,,,,
M. Sow,180,,,,,,,,,,,,,,,,,,,,,,,
P. Hetemaj,175,,,,,,,,,,,,,,,,,,,,,,,
Crespo,185,,,,,,,,,,,,,,,,,,,,,,,
K. Westwood,187,,,,,,,,,,,,,,,,,,,,,,,
O. Trejo,180,,,,,,,,,,,,,,,,,,,,,,,
L. Cigarini,175,,,,,,,,,,,,,,,,,,,,,,,
L. Antonelli,184,,,,,,,,,,,,,,,,,,,,,,,
Joselu,192,,,,,,,,,,,,,,,,,,,,,,,
M. Andújar,194,,,,,,,,,,,,,,,,,,,,,,,
Baiano,178,,,,,,,,,,,,,,,,,,,,,,,
K. Kamara,188,,,,,,,,,,,,,,,,,,,,,,,
M. Erdinç,181,,,,,,,,,,,,,,,,,,,,,,,
S. Missiroli,191,,,,,,,,,,,,,,,,,,,,,,,
F. González,178,,,,,,,,,,,,,,,,,,,,,,,
Bojan,170,,,,,,,,,,,,,,,,,,,,,,,
Nuno Coelho,183,,,,,,,,,,,,,,,,,,,,,,,
B. Jokič,176,,,,,,,,,,,,,,,,,,,,,,,
T. Reginiussen,185,,,,,,,,,,,,,,,,,,,,,,,
H. Medunjanin,188,,,,,,,,,,,,,,,,,,,,,,,
G. Svensson,184,,,,,,,,,,,,,,,,,,,,,,,
T. Sippel,183,,,,,,,,,,,,,,,,,,,,,,,
N. Bertolo,179,,,,,,,,,,,,,,,,,,,,,,,
G. Bong,183,,,,,,,,,,,,,,,,,,,,,,,
K. Grosicki,180,,,,,,,,,,,,,,,,,,,,,,,
A. Aguilar,187,,,,,,,,,,,,,,,,,,,,,,,
P. Baysse,184,,,,,,,,,,,,,,,,,,,,,,,
L. Deaux,188,,,,,,,,,,,,,,,,,,,,,,,
L. Christodoulopoulos,183,,,,,,,,,,,,,,,,,,,,,,,
Ivo,173,,,,,,,,,,,,,,,,,,,,,,,
S. Arfield,179,,,,,,,,,,,,,,,,,,,,,,,
Adrián González,183,,,,,,,,,,,,,,,,,,,,,,,
R. Hennings,180,,,,,,,,,,,,,,,,,,,,,,,
L. Robles,185,,,,,,,,,,,,,,,,,,,,,,,
Titi,188,,,,,,,,,,,,,,,,,,,,,,,
H. Saivet,174,,,,,,,,,,,,,,,,,,,,,,,
A. Chedjou,184,,,,,,,,,,,,,,,,,,,,,,,
F. Frei,183,,,,,,,,,,,,,,,,,,,,,,,
B. Bannan,169,,,,,,,,,,,,,,,,,,,,,,,
A. Bjelland,188,,,,,,,,,,,,,,,,,,,,,,,
N. Müller,173,,,,,,,,,,,,,,,,,,,,,,,
J. Biabiany,177,,,,,,,,,,,,,,,,,,,,,,,
Sergio Tejera,180,,,,,,,,,,,,,,,,,,,,,,,
H. Arter,176,,,,,,,,,,,,,,,,,,,,,,,
Fábio Pacheco,180,,,,,,,,,,,,,,,,,,,,,,,
J. Russell,178,,,,,,,,,,,,,,,,,,,,,,,
Yoel,185,,,,,,,,,,,,,,,,,,,,,,,
J. Chester,180,,,,,,,,,,,,,,,,,,,,,,,
J. van der Heijden,185,,,,,,,,,,,,,,,,,,,,,,,
F. Navarro,165,,,,,,,,,,,,,,,,,,,,,,,
Dentinho,176,,,,,,,,,,,,,,,,,,,,,,,
M. Alustiza,165,,,,,,,,,,,,,,,,,,,,,,,
Montoro,181,,,,,,,,,,,,,,,,,,,,,,,
R. Halliche,188,,,,,,,,,,,,,,,,,,,,,,,
J. Dueñas,174,,,,,,,,,,,,,,,,,,,,,,,
S. Morrison,194,,,,,,,,,,,,,,,,,,,,,,,
C. Zambrano,185,,,,,,,,,,,,,,,,,,,,,,,
A. Chahechouhe,176,,,,,,,,,,,,,,,,,,,,,,,
Juanfran,180,,,,,,,,,,,,,,,,,,,,,,,
L. Balogun,190,,,,,,,,,,,,,,,,,,,,,,,
B. Ecuélé Manga,186,,,,,,,,,,,,,,,,,,,,,,,
B. Poulain,189,,,,,,,,,,,,,,,,,,,,,,,
M. Valdifiori,185,,,,,,,,,,,,,,,,,,,,,,,
A. N'Diaye,189,,,,,,,,,,,,,,,,,,,,,,,
Alex Bergantiños,176,,,,,,,,,,,,,,,,,,,,,,,
E. Room,188,,,,,,,,,,,,,,,,,,,,,,,
B. Fornaroli,175,,,,,,,,,,,,,,,,,,,,,,,
M. Risse,183,,,,,,,,,,,,,,,,,,,,,,,
D. Diekmeier,188,,,,,,,,,,,,,,,,,,,,,,,
J. Hoilett,173,,,,,,,,,,,,,,,,,,,,,,,
M. Ekici,180,,,,,,,,,,,,,,,,,,,,,,,
J. Hušbauer,182,,,,,,,,,,,,,,,,,,,,,,,
Alcalá,196,,,,,,,,,,,,,,,,,,,,,,,
Balenziaga,177,,,,,,,,,,,,,,,,,,,,,,,
S. Sunzu,190,,,,,,,,,,,,,,,,,,,,,,,
Míchel,183,,,,,,,,,,,,,,,,,,,,,,,
O. Martínez,165,,,,,,,,,,,,,,,,,,,,,,,
Pedro Sánchez,175,,,,,,,,,,,,,,,,,,,,,,,
I. Opara,188,,,,,,,,,,,,,,,,,,,,,,,
M. Caruzzo,185,,,,,,,,,,,,,,,,,,,,,,,
M. Silvestri,191,,,,,,,,,,,,,,,,,,,,,,,
Sandro,187,,,,,,,,,,,,,,,,,,,,,,,
C. Borges,187,,,,,,,,,,,,,,,,,,,,,,,
P. Pekarík,177,,,,,,,,,,,,,,,,,,,,,,,
G. Töre,176,,,,,,,,,,,,,,,,,,,,,,,
S. Sow,185,,,,,,,,,,,,,,,,,,,,,,,
A. Bedoya,178,,,,,,,,,,,,,,,,,,,,,,,
S. Corchia,175,,,,,,,,,,,,,,,,,,,,,,,
G. Schennikov,178,,,,,,,,,,,,,,,,,,,,,,,
N. Hult,173,,,,,,,,,,,,,,,,,,,,,,,
L. Sané,191,,,,,,,,,,,,,,,,,,,,,,,
Renatinho,167,,,,,,,,,,,,,,,,,,,,,,,
F. Rinaudo,176,,,,,,,,,,,,,,,,,,,,,,,
M. Caraglio,187,,,,,,,,,,,,,,,,,,,,,,,
Rafael,186,,,,,,,,,,,,,,,,,,,,,,,
E. Stevens,183,,,,,,,,,,,,,,,,,,,,,,,
F. Klos,194,,,,,,,,,,,,,,,,,,,,,,,
A. Nyom,189,,,,,,,,,,,,,,,,,,,,,,,
M. Zeegelaar,186,,,,,,,,,,,,,,,,,,,,,,,
C. Clemens,179,,,,,,,,,,,,,,,,,,,,,,,
J. Larsen,182,,,,,,,,,,,,,,,,,,,,,,,
J. Obi,176,,,,,,,,,,,,,,,,,,,,,,,
D. Sakho,184,,,,,,,,,,,,,,,,,,,,,,,
C. Hourihane,181,,,,,,,,,,,,,,,,,,,,,,,
S. Ilsanker,189,,,,,,,,,,,,,,,,,,,,,,,
F. Hanin,177,,,,,,,,,,,,,,,,,,,,,,,
M. Leckie,181,,,,,,,,,,,,,,,,,,,,,,,
Iñigo Pérez,178,,,,,,,,,,,,,,,,,,,,,,,
Anselmo,185,,,,,,,,,,,,,,,,,,,,,,,
J. Toornstra,178,,,,,,,,,,,,,,,,,,,,,,,
Leandro Damião,187,,,,,,,,,,,,,,,,,,,,,,,
M. Linnes,177,,,,,,,,,,,,,,,,,,,,,,,
R. Amalfitano,175,,,,,,,,,,,,,,,,,,,,,,,
G. Tzavellas,183,,,,,,,,,,,,,,,,,,,,,,,
B. Dabo,186,,,,,,,,,,,,,,,,,,,,,,,
I. Nestorovski,182,,,,,,,,,,,,,,,,,,,,,,,
T. Klose,193,,,,,,,,,,,,,,,,,,,,,,,
Ilie Sánchez,180,,,,,,,,,,,,,,,,,,,,,,,
A. Christiansen,174,,,,,,,,,,,,,,,,,,,,,,,
Alan Patrick,178,,,,,,,,,,,,,,,,,,,,,,,
L. Hinterseer,192,,,,,,,,,,,,,,,,,,,,,,,
Camilo,169,,,,,,,,,,,,,,,,,,,,,,,
Hong Jeong Ho,186,,,,,,,,,,,,,,,,,,,,,,,
Marafona,190,,,,,,,,,,,,,,,,,,,,,,,
N. De Préville,177,,,,,,,,,,,,,,,,,,,,,,,
Diego,178,,,,,,,,,,,,,,,,,,,,,,,
L. Krejčí,178,,,,,,,,,,,,,,,,,,,,,,,
C. Ciano,176,,,,,,,,,,,,,,,,,,,,,,,
J. Sánchez Miño,177,,,,,,,,,,,,,,,,,,,,,,,
L. Griffiths,174,,,,,,,,,,,,,,,,,,,,,,,
T. Serero,172,,,,,,,,,,,,,,,,,,,,,,,
T. Bifouma,180,,,,,,,,,,,,,,,,,,,,,,,
M. Bakalorz,180,,,,,,,,,,,,,,,,,,,,,,,
Juan Carlos,183,,,,,,,,,,,,,,,,,,,,,,,
L. Advíncula,178,,,,,,,,,,,,,,,,,,,,,,,
Y. Yotún,173,,,,,,,,,,,,,,,,,,,,,,,
L. Melgarejo,177,,,,,,,,,,,,,,,,,,,,,,,
Diego Oliveira,179,,,,,,,,,,,,,,,,,,,,,,,
Ewerton,188,,,,,,,,,,,,,,,,,,,,,,,
M. Borjan,196,,,,,,,,,,,,,,,,,,,,,,,
J. Kopic,179,,,,,,,,,,,,,,,,,,,,,,,
C. Atsu,165,,,,,,,,,,,,,,,,,,,,,,,
H. Canteros,176,,,,,,,,,,,,,,,,,,,,,,,
João Pereira,172,,,,,,,,,,,,,,,,,,,,,,,
M. Morozyuk,176,,,,,,,,,,,,,,,,,,,,,,,
B. Butko,182,,,,,,,,,,,,,,,,,,,,,,,
Pedro Henrique,181,,,,,,,,,,,,,,,,,,,,,,,
H. Gnohere,183,,,,,,,,,,,,,,,,,,,,,,,
P. Capelle,181,,,,,,,,,,,,,,,,,,,,,,,
Jozabed,180,,,,,,,,,,,,,,,,,,,,,,,
R. Ghezzal,182,,,,,,,,,,,,,,,,,,,,,,,
P. De Blasis,166,,,,,,,,,,,,,,,,,,,,,,,
A. Chumacero,164,,,,,,,,,,,,,,,,,,,,,,,
A. Semenov,190,,,,,,,,,,,,,,,,,,,,,,,
R. Czichos,187,,,,,,,,,,,,,,,,,,,,,,,
A. Hahn,185,,,,,,,,,,,,,,,,,,,,,,,
F. Niederlechner,187,,,,,,,,,,,,,,,,,,,,,,,
D. Lazović,181,,,,,,,,,,,,,,,,,,,,,,,
M. Pavlović,196,,,,,,,,,,,,,,,,,,,,,,,
F. Bachirou,169,,,,,,,,,,,,,,,,,,,,,,,
D. Rodríguez,170,,,,,,,,,,,,,,,,,,,,,,,
N. Vikonis,184,,,,,,,,,,,,,,,,,,,,,,,
R. Pérez,186,,,,,,,,,,,,,,,,,,,,,,,
D. Bocanegra,182,,,,,,,,,,,,,,,,,,,,,,,
F. Pardo,178,,,,,,,,,,,,,,,,,,,,,,,
W. Morelo,172,,,,,,,,,,,,,,,,,,,,,,,
A. Ricaurte,182,,,,,,,,,,,,,,,,,,,,,,,
P. Goltz,184,,,,,,,,,,,,,,,,,,,,,,,
D. González,180,,,,,,,,,,,,,,,,,,,,,,,
S. Romero,177,,,,,,,,,,,,,,,,,,,,,,,
O. Opazo,169,,,,,,,,,,,,,,,,,,,,,,,
L. Villafañez,169,,,,,,,,,,,,,,,,,,,,,,,
B. Alemán,176,,,,,,,,,,,,,,,,,,,,,,,
D. Braghieri,186,,,,,,,,,,,,,,,,,,,,,,,
E. Kalinski,184,,,,,,,,,,,,,,,,,,,,,,,
E. Puch,168,,,,,,,,,,,,,,,,,,,,,,,
C. Rius,171,,,,,,,,,,,,,,,,,,,,,,,
R. Botta,175,,,,,,,,,,,,,,,,,,,,,,,
L. Zelarayán,172,,,,,,,,,,,,,,,,,,,,,,,
D. Kreilach,186,,,,,,,,,,,,,,,,,,,,,,,
Idris,189,,,,,,,,,,,,,,,,,,,,,,,
I. Slimani,188,,,,,,,,,,,,,,,,,,,,,,,
A. Oyongo,176,,,,,,,,,,,,,,,,,,,,,,,
Edgar Méndez,188,,,,,,,,,,,,,,,,,,,,,,,
A. Chávez,184,,,,,,,,,,,,,,,,,,,,,,,
S. Vilakazi,170,,,,,,,,,,,,,,,,,,,,,,,
S. Özbayraklı,171,,,,,,,,,,,,,,,,,,,,,,,
P. Martinez,182,,,,,,,,,,,,,,,,,,,,,,,
Eraso,180,,,,,,,,,,,,,,,,,,,,,,,
C. Mayada,174,,,,,,,,,,,,,,,,,,,,,,,
Sabin Merino,187,,,,,,,,,,,,,,,,,,,,,,,
L. Gamba,170,,,,,,,,,,,,,,,,,,,,,,,
Jorge Miramón,175,,,,,,,,,,,,,,,,,,,,,,,
Enaldo Praz,177,,,,,,,,,,,,,,,,,,,,,,,
Jailson Caeiro,177,,,,,,,,,,,,,,,,,,,,,,,
Kel Perinho,192,,,,,,,,,,,,,,,,,,,,,,,
Hugo Goiteira,190,,,,,,,,,,,,,,,,,,,,,,,
Osvaldo Lodeiro,185,,,,,,,,,,,,,,,,,,,,,,,
Fabiano Sonta,181,,,,,,,,,,,,,,,,,,,,,,,
Robson Denho,181,,,,,,,,,,,,,,,,,,,,,,,
Claudiano Sobrino,177,,,,,,,,,,,,,,,,,,,,,,,
Edvaldisco,183,,,,,,,,,,,,,,,,,,,,,,,
Sebas Couteira,178,,,,,,,,,,,,,,,,,,,,,,,
Kauã Abranches,177,,,,,,,,,,,,,,,,,,,,,,,
Nicolás Formido,183,,,,,,,,,,,,,,,,,,,,,,,
Victorino Magela,188,,,,,,,,,,,,,,,,,,,,,,,
Adrianiscito,193,,,,,,,,,,,,,,,,,,,,,,,
Padilhisco,182,,,,,,,,,,,,,,,,,,,,,,,
Jesus Andradaldo,177,,,,,,,,,,,,,,,,,,,,,,,
Enaldo Toxeto,181,,,,,,,,,,,,,,,,,,,,,,,
Duirval Diniz,187,,,,,,,,,,,,,,,,,,,,,,,
Edercinho Sepa,179,,,,,,,,,,,,,,,,,,,,,,,
Pascoal Muscato,177,,,,,,,,,,,,,,,,,,,,,,,
Elias Fontoira,186,,,,,,,,,,,,,,,,,,,,,,,
Fábio Melitinho,170,,,,,,,,,,,,,,,,,,,,,,,
Marlon Nideiro,169,,,,,,,,,,,,,,,,,,,,,,,
Jacson Zonta,181,,,,,,,,,,,,,,,,,,,,,,,
Leo Caldeirinha,175,,,,,,,,,,,,,,,,,,,,,,,
Alvildo Sousa,183,,,,,,,,,,,,,,,,,,,,,,,
Hélton Celanova,180,,,,,,,,,,,,,,,,,,,,,,,
Erick Gameira,180,,,,,,,,,,,,,,,,,,,,,,,
Jadson Vidigal,175,,,,,,,,,,,,,,,,,,,,,,,
Nuno da Costa,182,,,,,,,,,,,,,,,,,,,,,,,
N. Silva,163,,,,,,,,,,,,,,,,,,,,,,,
F. Zampedri,185,,,,,,,,,,,,,,,,,,,,,,,
Caio Milaçar,170,,,,,,,,,,,,,,,,,,,,,,,
Salvi Sánchez,175,,,,,,,,,,,,,,,,,,,,,,,
D. Benlamri,185,,,,,,,,,,,,,,,,,,,,,,,
